Stock,Stability Coefficient (high),Variance (high),Stability Coefficient (close),Variance (close)
HOLX,7.397662236535578,88.59794025034523,7.369517932370796,86.09473776633394
HUM,9.521413109348147,5620.956763203433,9.483219776104153,5445.4218598186735
IDXX,15.81351039388626,8994.703827283201,15.760466599442884,8724.029772643093
ILMN,10.698609846720107,5924.1373199005675,10.70357051901647,5777.958560454021
INCY,7.722917810625779,394.5415898262589,7.761260785763861,385.31013693662334
ISRG,13.330848190603875,26921.270251978083,13.299830443904368,26228.445132064102
IQV,10.40331004862546,1126.0778011628427,10.385773239180024,1098.0420803051084
JNJ,3.409392219327009,161.91675746077718,3.386882330896282,157.53509522842242
LH,5.255252023501818,549.5847903414435,5.24862953107025,537.370986516921
MCK,4.255006627097014,325.52714864717024,4.311318139844644,326.24187976190495
MDT,4.605812482612152,140.2498780403104,4.586411503437632,136.70754337987046
MRK,5.785834802029131,118.751238966504,5.763113947765208,115.83583890426166
MTD,10.7432612791558,36617.17924011558,10.711616606674722,35658.110920999
MRNA,18.733311252356767,1138.31503074893,18.608620479216693,1045.3840719445752
PKI,9.966603570880476,499.3772212219921,9.933490652116765,486.5678071554709
PRGO,11.426383918643984,548.007299379975,11.444278059317336,535.4242033139648
PFE,3.696796738931381,13.300738811368541,3.6913187733996673,13.039586228467734
DGX,5.065531662124294,200.7565947558385,5.047617700898729,195.76912687333882
REGN,7.4894484874599545,7688.0416291938245,7.467213380650667,7415.819031885379
RMD,14.159419468118534,1886.8539956287282,14.101284356430432,1836.2320526630083
STE,11.831625167878224,1385.7708137708657,11.792062923104211,1350.5930081101208
SYK,8.126087769618145,1425.0382951978918,8.093325223471904,1388.235881377342
TFX,10.313190100953975,5939.168257090608,10.274228478621596,5768.034488989848
COO,8.51052955401448,3671.693288732805,8.48181118934988,3572.643130214044
TMO,13.420726763642918,8469.926437352331,13.350112561474164,8224.97191000879
UNH,9.678326864646587,3818.9162936685516,9.62773455649721,3704.4953570406988
UHS,3.784369679788946,172.46565163348626,3.9029823604599785,179.1776863064145
VRTX,12.645824643321294,3510.9191761896227,12.66029194300568,3420.7340078833986
VTRS,12.233174747835008,122.91674969618826,12.300759756110674,120.41203813322915
WAT,6.134618486375252,1078.2496850370183,6.126891315214117,1055.1530046572516
WST,17.215226596060266,3668.8400340018543,17.128337482609506,3555.161315440751
ZBH,3.9637668726161728,190.67734589082298,3.982558138576956,188.65502440939218
ZTS,14.376869982869149,1356.84788555907,14.331359041181148,1322.5377680629847
ACN,8.751597917033367,1569.4742108728383,8.72599693041364,1535.9774473039706
ADBE,17.697486984468938,14001.227475343117,17.639480562446398,13606.518131380584
AMD,31.228144432038405,551.5084755636298,31.307360533976155,532.2884051175671
AKAM,9.259233693337361,369.8533584012411,9.23782586184041,360.0652447513905
APH,7.456663371043842,80.75792890883857,7.435792388081522,79.00309840678989
ADI,8.39342074269287,484.68985413864306,8.384577173796613,473.51424848698844
ANSS,15.148754878366026,5686.674466964465,15.084463774613944,5512.084259587489
AAPL,17.92524386458035,697.7203422781181,17.824030371341724,676.1103888240741
AMAT,11.316897515835697,209.31408689162612,11.31090434703895,203.59637544515022
ANET,13.740982145048392,5731.478968028658,13.734498181084433,5565.557536142832
ADSK,15.088447505201596,3399.7156997814277,15.062752210536283,3299.929604570472
ADP,8.063449286957454,857.9683614575605,8.042371871445534,839.5187908085089
AVGO,8.986361318620315,4061.2344395706928,9.01717090862175,3994.8322384995913
BR,9.907263281425,781.7908513120083,9.873374628505992,763.0765098533739
CDNS,18.234226519250722,736.5333867936312,18.180598700475294,716.3544260748289
CDW,13.044034540355455,956.3923108254146,13.014681821531635,931.2439732065427
CSCO,7.543928277030058,73.57057274046642,7.53002160900591,72.00248796904258
CTXS,9.036825385749648,619.5574581317561,8.95391467138306,595.8539501524489
CTSH,4.687452120175434,76.76370155727395,4.7396485857162585,77.06017690905865
GLW,6.07033878362437,23.672989663027835,6.102915677135861,23.46590390646684
DXC,16.524268324741783,597.413517998559,16.636770293457893,590.9869895208116
ENPH,57.93867405825996,1051.1370193987782,57.98256961948298,986.1064244299155
FFIV,5.759863218239122,519.0451991726566,5.784048377931795,512.7314698106441
FIS,8.786526444770264,685.9271098821214,8.723205889290869,664.5968191766838
FISV,10.00334452331959,485.6598155627804,9.934364493445146,470.1061345950135
FLT,9.23446530342692,2950.539130414681,9.24252731667312,2888.334494085
FTNT,17.966959635424757,1234.4839838194487,17.904102381998072,1191.618605807987
IT,6.484632764676286,529.9060181903036,6.505168169166881,523.2803026957027
GPN,12.26847637686586,1776.4825863230892,12.231114379124547,1727.6142255662594
HPE,6.902696388798279,6.953910266929519,6.985524527934774,6.948159655149815
HPQ,7.056435582610425,14.21374599025472,7.100234739389091,14.064098371797794
IBM,3.8923156762994537,248.93566290786111,3.969862863382855,254.94767855994823
INTC,7.362456539600845,90.29649384346335,7.307804681420996,87.11356572935824
INTU,13.672141325936725,6021.570270402208,13.608433501351007,5845.951570495473
IPGP,11.511260179208909,2405.450053951752,11.526723093256873,2344.089516543608
JKHY,8.69011548387707,955.8567297521163,8.60762031117588,920.9784779034119
JNPR,3.3100450572934403,5.8328680387985905,3.372800533241519,5.938348862889344
KEYS,16.260364539295235,865.4998630132968,16.219930645234175,841.572748746435
KLAC,13.412351514065765,2104.763595339578,13.370939149452955,2040.4353374507355
LRCX,16.720494414775317,8425.313564247846,16.699080019690985,8169.230203060509
MA,14.879590338502464,6913.341505138427,14.828859314872851,6733.953781101463
MCHP,8.44256105317704,398.08188765685946,8.448075454756765,388.8501753679811
MU,14.132393201205096,233.17088149480566,14.15677853051746,226.17743590064907
MSFT,16.27116633640489,2615.3769170552455,16.21543342096794,2549.3766072714084
MPWR,16.8025651008195,4278.688809174158,16.73177610281239,4125.837338825057
MSI,11.025532545990206,1346.2923651087945,10.988759086064746,1311.951424338554
NTAP,11.575206889683779,276.18802557204134,11.59941287657198,270.5954166333431
NLOK,6.152477350668342,17.032757338969844,6.217187236559291,17.00662775227199
NVDA,22.536539178546747,1056.1831470112754,22.51747743872662,1021.7768436545497
NXPI,6.17004465415668,333.8127004697922,6.237874804381661,333.48285392326824
ORCL,4.745721272544765,43.011226581352965,4.724950892317673,41.90870871862917
PAYX,5.972140053213965,135.94553442922975,5.9703184138238194,133.62809284193807
PAYC,24.904940487384273,11292.656368683542,24.87840126694763,10910.383609355049
PYPL,19.009539496290657,2318.256203686364,18.95668204638208,2250.0870960670627
PTC,10.788512814254915,450.26600841296164,10.780909517965446,438.5974310626759
QRVO,11.610853545480824,672.1601973336691,11.609166389116231,652.7356798602161
QCOM,11.159052011979242,496.82636237884344,11.106807225563687,480.54312955997915
CRM,13.42787521781655,2505.630865796116,13.357973839963833,2422.44178903376
STX,7.752979219420622,98.87458042149882,7.818400233097973,97.8210793447121
NOW,22.33581264619557,16851.69639793215,22.328343415873245,16363.666780636479
SWKS,8.394918127772094,516.6139707803243,8.416100327904804,505.64670679653295
SNPS,16.824623732706076,2562.958610656876,16.751105696912116,2489.421617117043
TEL,6.287651216377654,218.78511407339423,6.310932084609819,216.3097810020998
TER,17.40798475313876,500.27929779224667,17.37935788633877,485.5074385089303
TXN,9.383859256940756,718.2540263470743,9.36583562190246,701.6042695097449
TRMB,7.987398617539112,71.05396128994647,8.006394363114032,69.7429813430173
TYL,11.989195010739762,5874.143919662026,11.953697007291316,5716.735748749835
VRSN,12.615390149915575,2605.289613053709,12.593176553412466,2542.6603347282976
V,11.780649677433939,2011.5221063878623,11.743422887847485,1964.9104489362903
WDC,10.574823441394848,337.05974951086125,10.702816719017994,334.23466825589963
WU,3.9090921105564274,5.186755183316495,3.9092928593498115,5.085024702473595
XLNX,11.203183621852139,650.0653852810594,11.143425298065997,627.6836584436936
ZBRA,17.57913751436986,6269.7081816901955,17.5818154515443,6103.935312267107
ATVI,9.315252406757583,230.7808243054168,9.328390189550335,225.63383921341523
GOOGL,8.462572007237586,70090.86066222945,8.429669593579048,68280.66643329964
GOOG,8.79233828897819,74361.89725380101,8.75576640492598,72414.80796099843
T,4.2265331834012,17.899162420066688,4.290175547203675,18.16252096870065
CHTR,11.371685841523627,14161.474696322404,11.377869578503125,13859.674659587348
CMCSA,4.794269328105862,27.171154479672214,4.808588939981769,26.814656760951138
DISCA,4.721231555466744,12.46159766363918,4.804804405835632,12.535520784055539
DISCK,4.879756616801556,11.781418889301877,4.982983940725126,11.941893946102024
DISH,9.847173173285357,141.27899639342024,9.970007920301157,140.6266565688582
EA,7.385531614983461,468.88828203788125,7.401276061781188,459.62725160267524
FB,9.164680970802046,2026.0811924187394,9.11805932198531,1962.545579652075
FOXA,3.192647068883245,23.007338667278052,3.2814357274272,23.57840013281675
FOX,3.1509536437493826,21.919013517423753,3.2341440633300595,22.430994543020304
IPG,3.617572539298402,5.083035066562457,3.74491493752738,5.327499971111766
LYV,12.18780574157485,252.92340020494083,12.193746391821886,246.40866631806426
LUMN,12.876683253626137,45.78725843776054,12.97495924811516,45.25302228527533
NFLX,16.98245432577763,17567.8133317266,16.954954152703586,16989.177066816206
NWSA,4.588016808179249,3.0767707910261204,4.660344500121703,3.100347482927074
NWS,4.456613901197402,3.026978945292583,4.520284615788784,3.0438699445334345
OMC,4.5999605036605224,94.39649230472078,4.725675275730287,97.7679598543919
TMUS,10.85934237816947,467.9332834445671,10.850697270859069,457.6247876790166
TTWO,14.272601431124594,1637.6173891095766,14.267330292109154,1591.358556790976
DIS,5.219525815651734,285.82920661324675,5.203994460028016,279.25588096517544
TWTR,12.52190437312379,102.85217037907944,12.562346186710137,99.86393360247166
VZ,3.079296050648298,21.90540289608196,3.085750832847689,21.67713421528468
VIAC,9.518773403207394,173.98314345398526,9.62879045718043,173.70013232562724
ADM,3.2193482040136883,15.310420941691856,3.2762789012635314,15.566867913125431
MO,6.827983948417252,121.87046981156263,6.921793164158747,123.03352646077798
CPB,6.004163446355592,69.67129150224642,6.063947556546964,69.70732021346336
CHD,8.618741268154606,220.9246863924429,8.575771029069598,214.8752567030554
CLX,6.872522379683977,864.6151099100817,6.804961955252403,832.9443737937271
KO,3.1669742804903875,17.71659338526689,3.1638083699184896,17.443666155496558
CL,2.4701793437137387,24.58411498540155,2.4981232698105735,24.77709897080476
CAG,4.486603561242045,18.808007626383954,4.571772500809406,19.141624537040915
STZ,4.753764819488526,629.0764018599783,4.805029228842331,630.5194408220736
COST,10.812939273333008,4761.717906087576,10.788982094175251,4668.701387147361
EL,11.91767709765489,2318.658508050474,11.885693922124318,2262.4546406512977
GIS,4.71538120458737,54.98425716862789,4.7551348660129324,54.97628645654284
HRL,4.821104326447901,30.159531861958726,4.798703397822816,29.345552844714348
SJM,3.6821233883030353,153.45296374667373,3.7488161120206986,156.17790063551402
K,3.4653285481096203,44.17688493288019,3.5156460905158307,44.691539207925295
KMB,3.511837332255391,159.24049139805388,3.5165471354937554,157.011310986296
KHC,14.653468198908769,594.5237210221923,14.722235003305553,589.550042383961
KR,5.7065854236566755,22.896008304706065,5.727507420651655,22.52238544831429
LW,7.332111841211126,205.76182628365055,7.3458812671568365,201.79943800382065
MKC,9.468771933421268,300.86650973413384,9.4319801473459,293.43001159414416
TAP,10.732507916168457,470.4796142164943,10.816652985396113,468.34845036170316
MDLZ,4.341505039942507,33.58905243665328,4.358214006380116,33.279738522079384
MNST,6.525541067998147,115.84980978128787,6.5375334290743385,113.92481598079033
PEP,4.081293487967694,188.03878325549894,4.061956375308244,183.66755592781016
PM,5.300820218689763,187.13099170322636,5.384046709946545,189.79418600321443
PG,6.9154597603708545,377.06977498390063,6.87575048019569,367.55496761038256
SYY,6.287293027622399,117.95017102496726,6.345732236256056,117.91566451285728
HSY,6.467200152940382,459.64893901541757,6.440088896378679,448.3537995833248
TSN,4.866138075933898,89.73180261932853,4.908453138555652,89.29663965402885
WBA,8.143626602841712,236.2493355859378,8.235910810251632,236.6642987130685
WMT,8.562412601277162,543.8199365496224,8.521959195526419,530.0445894285361
AAP,5.716094975575232,546.8000084551069,5.794179724795999,547.9379888605458
AMZN,17.055468573156478,572761.8248644902,16.9857626322972,556121.2536745119
APTV,7.14429599161369,248.89412600193808,7.221690813164756,247.972333976717
AZO,8.459398195076052,43049.29194274577,8.462508230894807,42167.816005944136
BBWI,17.85317690228386,295.38907868971836,18.00593836262072,291.26404175322597
BBY,11.93488487096094,485.0758268067899,11.925710326405563,471.69813751243953
BKNG,5.29073659918148,69171.16478298247,5.344008037325041,69130.63700376278
BWA,5.961842929962666,46.77814444030093,6.067147675652285,47.18858636256922
CZR,17.11465206167446,272.0049160160765,17.182340066120705,262.70815149368553
KMX,7.711416614303429,246.9564509257499,7.7459194353234615,242.9455081614553
CCL,11.86280063293563,271.79607299403233,12.030377876726122,273.52010726756157
CMG,16.997163163233328,85218.07549992454,17.021140082289875,83304.29689960342
DHI,10.373722890084059,163.66511897077666,10.32316822512424,157.7704718100561
DRI,7.9238259232270725,422.82746784379367,7.9936974098738345,420.64126040282054
DG,13.317801428270949,1945.873138561977,13.299231343950362,1902.5648546848206
DLTR,4.537939439514507,136.9160961758513,4.591690950554666,136.9424527407678
DPZ,11.943279052474363,6856.792657690728,11.885910261936699,6632.177391749892
EBAY,7.652932853749306,62.60463086631976,7.601988948784896,60.420944704126484
ETSY,30.683182346312606,1490.8109990307555,30.63297953420723,1422.9952222263403
EXPE,5.670504467967804,357.60755094771406,5.813626654786923,366.9916138139932
F,7.515304867644241,4.79197013748808,7.62777639698228,4.830210554244827
GPS,9.480508025051199,39.32562361544406,9.605709358303193,39.06448545178273
GRMN,10.822346235419882,439.09862052793585,10.813317888883098,430.4375512499121
GM,5.143847265904686,26.29753781558845,5.246640519313046,26.728301800466287
GPC,2.9043934475576068,61.37427047274175,3.006487405765049,64.61962642746404
HBI,9.341487336199922,26.479883729302824,9.447852104348911,26.31226786383767
HAS,4.753102513740428,151.45267220204875,4.8235342844715285,152.6440512637351
HLT,9.104282313840276,367.0714114593867,9.112750598910882,359.5256454188086
HD,8.59956648356004,2070.6540187877313,8.576847487685438,2024.9737862732693
LVS,5.562983031345698,85.75479663418287,5.682416980552625,87.28750413221067
LEG,4.623074204945994,33.960259483510065,4.7869054662263935,35.662713832681256
LEN,6.918560971973966,110.64649334825728,6.893838698163678,106.88970214177893
LKQ,4.959441519058551,19.8957734149479,5.075521279817426,20.362473305707905
LOW,9.289297760804764,677.9418677029602,9.261306407858473,659.7649008491642
MAR,8.5282908868268,680.8266162433841,8.589895499536505,675.4803847258196
MCD,7.101550868642582,1133.1105307850487,7.080621181759671,1109.69071935257
MGM,6.838954056513251,27.96393848055899,7.033705542584564,28.739301863622217
MHK,11.273500274620767,3155.92212060096,11.424964724092598,3171.0702334534785
NWL,16.496557790177654,200.21332074106158,16.64058000925181,198.71319813458655
NKE,10.054687141588854,468.937237602667,10.039390247565033,458.61751102482845
NCLH,10.699559655899188,188.25789235910085,10.897442657510595,189.7947761094409
NVR,10.285208256737752,674636.0619327227,10.239102988451748,650394.2506789792
ORLY,8.735663519779482,6428.718481452421,8.746727368258966,6304.2867461966125
PENN,20.09434709028479,220.1565048582143,19.86320445587761,205.59855218589325
POOL,15.420976974307395,5172.115741212894,15.343602286578596,5003.070604250799
PHM,10.10064364091731,69.54887633877209,10.086790920003644,67.50306409664009
PVH,10.293554820809103,907.9456623659365,10.439981492978276,908.2900798882074
RL,6.828661692204918,374.66809908428695,6.8886856722338665,370.35145878023104
ROST,8.358805714528456,381.0804763027298,8.353886358294114,372.14121389288096
RCL,9.289926935908332,658.4746156737879,9.482035552442794,667.39420474681
SBUX,7.41455128782005,200.58986555118932,7.405084453595241,196.61425047059706
TPR,10.650353724511843,113.57082061416288,10.785659334659384,113.51848413109646
TGT,11.94545708471621,869.546398508946,11.946572852748321,851.5768949885543
TSLA,41.80930329235832,15320.66914030781,41.75233401512809,14646.499852049092
TJX,6.900006239725078,82.5175004624959,6.880872661384849,80.45478556856628
TSCO,9.493281618116045,578.4149170927576,9.491054313742117,564.5632217819084
ULTA,6.175641177795898,1972.8612989426586,6.257272857668182,1972.1510471205493
UAA,14.685962053690774,86.98765387479912,14.782436537343797,85.23571458318338
UA,14.107208011119939,63.47347409240716,14.191930231433417,62.14739957339213
VFC,6.953020352766073,187.26295231889873,7.002744092210354,185.9799902792318
WHR,5.676420674856428,633.6681730041731,5.77104365349927,639.3044815688525
WYNN,9.559445202398818,1028.5862200093056,9.712357379540247,1028.104381734859
YUM,7.3384875049088265,298.3124271197392,7.354086360008432,294.7567156094725
AES,8.12323370995671,10.40838755398346,8.15100676797147,10.243703926211555
LNT,5.161872123562817,42.218315116071665,5.124374962424869,40.92650086104308
AEE,6.362414450702389,132.74726785594723,6.324697110606533,129.05165775853487
AEP,5.037953482494862,117.20285842797522,5.007365952020239,113.96400946972655
AWK,9.289543124253402,669.2007483482778,9.222643158214343,648.1074449512193
ATO,5.129001727746384,173.67043795548202,5.114421848692477,169.86249118905562
CNP,5.557443917035472,16.10937169232035,5.675482610830341,16.495923472862145
CMS,5.764575179446748,69.46433196370727,5.718836541118976,67.28839288115013
ED,2.6998656720221175,37.310120054935226,2.7344747880255533,37.690563967069764
D,2.2671784919498377,23.894000415265342,2.275705950775805,23.698414594420672
DTE,4.318762952652782,130.25638893894833,4.340081630505858,129.53706556803564
DUK,2.5484748802251223,37.10207953934441,2.566968136877836,37.076633317965836
EIX,4.261811705358562,67.21087068731202,4.388975898549789,69.94085946599556
ETR,6.118452844045233,237.8886992201869,6.107778058252605,233.0453245220339
EVRG,3.3903454721305053,29.075498288113888,3.3849161960253897,28.496008935705092
ES,6.514789193463833,158.0394382701905,6.453355127149648,152.5087696735884
EXC,4.728946222194113,28.902862472293293,4.774445081080625,28.94855833859401
FE,5.782457078755877,35.39073163525876,5.828446815147638,35.271616571951846
NEE,10.908058590347153,195.1574043558792,10.832733910879247,189.26796940084395
NI,3.1792937842257887,5.197726574638626,3.2333609510647503,5.281277328358201
NRG,12.826961668301212,103.59274429299796,12.917601914703718,102.2277985120932
PNW,3.3891986690878735,63.66197722055186,3.4362793931486224,64.37316571610769
PPL,4.474797897726695,17.022062546466017,4.589508056445806,17.60531281365692
PEG,4.4333486571558165,40.948361785785536,4.452656016421809,40.62955991229843
SRE,4.36343000197809,215.3034221120769,4.377158296005003,212.8771866412954
SO,3.997834975513769,34.62315692218243,3.9807771045932223,33.80283814269953
WEC,7.128959661432575,219.65278408944474,7.056162321160459,211.65157317620373
XEL,6.903255016005463,103.80797019317191,6.843339035182931,100.3714400452096
AFL,5.839158991059379,48.142491659648506,5.892888270829096,48.2116162929068
ALL,5.625046649666622,207.6141038013369,5.604324191963594,202.68122128202924
AXP,7.646983519987676,418.59462759839414,7.655434236160275,411.8002243743225
AIG,7.61241368535761,123.69311580696763,7.76685493810572,126.24438853283874
AMP,6.747916791195624,668.7107559348158,6.789502451721545,661.4875464854974
AON,8.488660557128522,1363.4702502668752,8.435649159497478,1323.9277898009423
AJG,10.002676588147546,423.2077256736976,9.961642797886064,413.22448250028924
AIZ,5.3789293311756525,242.81785280599414,5.387929581878322,238.8439280646803
BAC,8.231767026512484,34.781008953509534,8.287281981194889,34.50931399497597
BLK,6.732818648468379,7595.162118224654,6.725385225911974,7436.844169697128
BK,5.145228826530777,45.10094759539473,5.217613770492758,45.50680941836835
COF,5.283340286721987,157.421835196733,5.393908401665245,160.46449621940872
CBOE,7.05584482550273,363.343963868166,7.038594082215042,353.6841079102185
SCHW,7.0208954516242885,68.40453566122979,7.071262299902789,67.75707257131853
CB,3.3901849298371527,171.0912554318726,3.4587680486730656,175.22181058118065
CINF,6.241220224031162,200.00651763167994,6.272943775063513,198.32297963298325
C,6.707928419924782,134.25910805474481,6.802180833486071,135.0603861176982
CFG,7.698155179458688,52.365748970159935,7.797736693108633,52.3520111299147
CME,8.606813331242686,1422.2319510214693,8.566808159917871,1382.5190592521917
CMA,10.72977102838675,399.5374760402115,10.830744118585397,397.1422210801243
DFS,6.428875775709088,148.0884036098255,6.538914661774817,149.9379055062601
RE,4.227310228786581,729.9204654047128,4.275102398077472,732.515567620306
